,label
20701,TRUE
20702,FAKE
20703,TRUE
20704,FAKE
20705,FAKE
20706,TRUE
20707,TRUE
20708,TRUE
20709,TRUE
20710,TRUE
20711,TRUE
20712,TRUE
20713,FAKE
20714,FAKE
20715,FAKE
20716,TRUE
20717,TRUE
20718,FAKE
20719,FAKE
20720,TRUE
20721,FAKE
20722,FAKE
20723,FAKE
20724,FAKE
20725,TRUE
20726,TRUE
20727,FAKE
20728,TRUE
20729,FAKE
20730,FAKE
20731,FAKE
20732,FAKE
20733,FAKE
20734,TRUE
20735,TRUE
20736,TRUE
20737,FAKE
20738,FAKE
20739,FAKE
20740,TRUE
20741,FAKE
20742,FAKE
20743,FAKE
20744,FAKE
20745,TRUE
20746,TRUE
20747,FAKE
20748,FAKE
20749,TRUE
20750,FAKE
20751,TRUE
20752,FAKE
20753,TRUE
20754,FAKE
20755,TRUE
20756,TRUE
20757,TRUE
20758,FAKE
20759,TRUE
20760,TRUE
20761,FAKE
20762,FAKE
20763,TRUE
20764,TRUE
20765,TRUE
20766,FAKE
20767,FAKE
20768,TRUE
20769,TRUE
20770,FAKE
20771,TRUE
20772,TRUE
20773,TRUE
20774,FAKE
20775,TRUE
20776,FAKE
20777,FAKE
20778,FAKE
20779,FAKE
20780,FAKE
20781,TRUE
20782,TRUE
20783,TRUE
20784,TRUE
20785,TRUE
20786,FAKE
20787,TRUE
20788,FAKE
20789,TRUE
20790,TRUE
20791,TRUE
20792,TRUE
20793,TRUE
20794,FAKE
20795,FAKE
20796,FAKE
20797,TRUE
20798,TRUE
20799,FAKE
20800,TRUE
20801,FAKE
20802,FAKE
20803,FAKE
20804,TRUE
20805,FAKE
20806,TRUE
20807,TRUE
20808,TRUE
20809,TRUE
20810,TRUE
20811,FAKE
20812,TRUE
20813,FAKE
20814,TRUE
20815,TRUE
20816,FAKE
20817,FAKE
20818,FAKE
20819,FAKE
20820,FAKE
20821,FAKE
20822,FAKE
20823,TRUE
20824,TRUE
20825,FAKE
20826,TRUE
20827,FAKE
20828,TRUE
20829,TRUE
20830,TRUE
20831,FAKE
20832,TRUE
20833,FAKE
20834,FAKE
20835,TRUE
20836,FAKE
20837,FAKE
20838,TRUE
20839,TRUE
20840,TRUE
20841,FAKE
20842,TRUE
20843,TRUE
20844,TRUE
20845,FAKE
20846,FAKE
20847,FAKE
20848,FAKE
20849,TRUE
20850,TRUE
20851,FAKE
20852,TRUE
20853,TRUE
20854,TRUE
20855,TRUE
20856,FAKE
20857,FAKE
20858,TRUE
20859,TRUE
20860,FAKE
20861,TRUE
20862,FAKE
20863,TRUE
20864,TRUE
20865,TRUE
20866,FAKE
20867,FAKE
20868,TRUE
20869,FAKE
20870,TRUE
20871,TRUE
20872,TRUE
20873,FAKE
20874,TRUE
20875,TRUE
20876,FAKE
20877,FAKE
20878,FAKE
20879,TRUE
20880,FAKE
20881,FAKE
20882,TRUE
20883,FAKE
20884,FAKE
20885,FAKE
20886,FAKE
20887,FAKE
20888,TRUE
20889,FAKE
20890,TRUE
20891,FAKE
20892,TRUE
20893,TRUE
20894,FAKE
20895,FAKE
20896,TRUE
20897,TRUE
20898,FAKE
20899,TRUE
20900,TRUE
20901,TRUE
20902,FAKE
20903,TRUE
20904,TRUE
20905,FAKE
20906,FAKE
20907,FAKE
20908,TRUE
20909,TRUE
20910,FAKE
20911,FAKE
20912,TRUE
20913,FAKE
20914,TRUE
20915,FAKE
20916,FAKE
20917,FAKE
20918,FAKE
20919,FAKE
20920,FAKE
20921,TRUE
20922,TRUE
20923,FAKE
20924,TRUE
20925,FAKE
20926,FAKE
20927,FAKE
20928,FAKE
20929,FAKE
20930,FAKE
20931,FAKE
20932,FAKE
20933,TRUE
20934,FAKE
20935,FAKE
20936,TRUE
20937,TRUE
20938,TRUE
20939,FAKE
20940,TRUE
20941,TRUE
20942,TRUE
20943,TRUE
20944,TRUE
20945,FAKE
20946,TRUE
20947,TRUE
20948,TRUE
20949,TRUE
20950,TRUE
20951,FAKE
20952,TRUE
20953,TRUE
20954,TRUE
20955,TRUE
20956,TRUE
20957,TRUE
20958,TRUE
20959,FAKE
20960,TRUE
20961,TRUE
20962,TRUE
20963,TRUE
20964,TRUE
20965,FAKE
20966,TRUE
20967,FAKE
20968,FAKE
20969,TRUE
20970,FAKE
20971,TRUE
20972,TRUE
20973,FAKE
20974,FAKE
20975,TRUE
20976,FAKE
20977,FAKE
20978,FAKE
20979,FAKE
20980,TRUE
20981,TRUE
20982,TRUE
20983,TRUE
20984,FAKE
20985,TRUE
20986,TRUE
20987,TRUE
20988,TRUE
20989,FAKE
20990,FAKE
20991,TRUE
20992,FAKE
20993,TRUE
20994,FAKE
20995,FAKE
20996,TRUE
20997,TRUE
20998,TRUE
20999,FAKE
21000,TRUE
21001,TRUE
21002,TRUE
21003,TRUE
21004,TRUE
21005,TRUE
21006,FAKE
21007,TRUE
21008,FAKE
21009,FAKE
21010,TRUE
21011,TRUE
21012,FAKE
21013,TRUE
21014,FAKE
21015,FAKE
21016,FAKE
21017,FAKE
21018,FAKE
21019,TRUE
21020,FAKE
21021,FAKE
21022,TRUE
21023,TRUE
21024,TRUE
21025,TRUE
21026,FAKE
21027,TRUE
21028,FAKE
21029,TRUE
21030,TRUE
21031,TRUE
21032,FAKE
21033,FAKE
21034,FAKE
21035,TRUE
21036,TRUE
21037,FAKE
21038,TRUE
21039,TRUE
21040,FAKE
21041,FAKE
21042,FAKE
21043,FAKE
21044,FAKE
21045,FAKE
21046,FAKE
21047,FAKE
21048,FAKE
21049,TRUE
21050,TRUE
21051,FAKE
21052,FAKE
21053,FAKE
21054,TRUE
21055,TRUE
21056,FAKE
21057,TRUE
21058,TRUE
21059,TRUE
21060,FAKE
21061,TRUE
21062,TRUE
21063,TRUE
21064,TRUE
21065,FAKE
21066,FAKE
21067,TRUE
21068,FAKE
21069,TRUE
21070,TRUE
21071,TRUE
21072,TRUE
21073,TRUE
21074,FAKE
21075,FAKE
21076,FAKE
21077,TRUE
21078,TRUE
21079,FAKE
21080,FAKE
21081,TRUE
21082,FAKE
21083,FAKE
21084,TRUE
21085,FAKE
21086,FAKE
21087,FAKE
21088,TRUE
21089,FAKE
21090,FAKE
21091,FAKE
21092,TRUE
21093,FAKE
21094,FAKE
21095,TRUE
21096,FAKE
21097,TRUE
21098,TRUE
21099,TRUE
21100,FAKE
21101,FAKE
21102,FAKE
21103,TRUE
21104,FAKE
21105,TRUE
21106,TRUE
21107,FAKE
21108,TRUE
21109,FAKE
21110,FAKE
21111,FAKE
21112,FAKE
21113,TRUE
21114,FAKE
21115,TRUE
21116,FAKE
21117,FAKE
21118,FAKE
21119,FAKE
21120,TRUE
21121,FAKE
21122,FAKE
21123,TRUE
21124,TRUE
21125,FAKE
21126,TRUE
21127,TRUE
21128,FAKE
21129,TRUE
21130,FAKE
21131,TRUE
21132,TRUE
21133,TRUE
21134,TRUE
21135,TRUE
21136,FAKE
21137,FAKE
21138,TRUE
21139,FAKE
21140,TRUE
21141,TRUE
21142,FAKE
21143,TRUE
21144,FAKE
21145,FAKE
21146,TRUE
21147,TRUE
21148,TRUE
21149,TRUE
21150,FAKE
21151,TRUE
21152,TRUE
21153,FAKE
21154,FAKE
21155,FAKE
21156,FAKE
21157,TRUE
21158,FAKE
21159,TRUE
21160,TRUE
21161,TRUE
21162,FAKE
21163,FAKE
21164,TRUE
21165,FAKE
21166,TRUE
21167,FAKE
21168,FAKE
21169,TRUE
21170,FAKE
21171,FAKE
21172,TRUE
21173,FAKE
21174,FAKE
21175,FAKE
21176,TRUE
21177,FAKE
21178,TRUE
21179,FAKE
21180,TRUE
21181,FAKE
21182,FAKE
21183,TRUE
21184,FAKE
21185,FAKE
21186,FAKE
21187,TRUE
21188,FAKE
21189,FAKE
21190,TRUE
21191,TRUE
21192,TRUE
21193,TRUE
21194,FAKE
21195,FAKE
21196,TRUE
21197,TRUE
21198,FAKE
21199,FAKE
21200,FAKE
21201,FAKE
21202,TRUE
21203,TRUE
21204,FAKE
21205,TRUE
21206,TRUE
21207,FAKE
21208,FAKE
21209,TRUE
21210,TRUE
21211,FAKE
21212,FAKE
21213,TRUE
21214,TRUE
21215,FAKE
21216,TRUE
21217,TRUE
21218,FAKE
21219,FAKE
21220,FAKE
21221,TRUE
21222,FAKE
21223,TRUE
21224,FAKE
21225,TRUE
21226,FAKE
21227,TRUE
21228,TRUE
21229,FAKE
21230,TRUE
21231,TRUE
21232,TRUE
21233,FAKE
21234,FAKE
21235,TRUE
21236,TRUE
21237,TRUE
21238,FAKE
21239,FAKE
21240,TRUE
21241,FAKE
21242,FAKE
21243,TRUE
21244,FAKE
21245,TRUE
21246,TRUE
21247,FAKE
21248,TRUE
21249,FAKE
21250,TRUE
21251,TRUE
21252,TRUE
21253,TRUE
21254,TRUE
21255,TRUE
21256,TRUE
21257,TRUE
21258,TRUE
21259,TRUE
21260,TRUE
21261,FAKE
21262,TRUE
21263,FAKE
21264,FAKE
21265,TRUE
21266,FAKE
21267,FAKE
21268,TRUE
21269,TRUE
21270,FAKE
21271,TRUE
21272,FAKE
21273,FAKE
21274,FAKE
21275,FAKE
21276,TRUE
21277,FAKE
21278,TRUE
21279,TRUE
21280,TRUE
21281,TRUE
21282,TRUE
21283,FAKE
21284,TRUE
21285,FAKE
21286,FAKE
21287,FAKE
21288,TRUE
21289,TRUE
21290,TRUE
21291,TRUE
21292,TRUE
21293,FAKE
21294,FAKE
21295,TRUE
21296,TRUE
21297,TRUE
21298,FAKE
21299,TRUE
21300,FAKE
21301,FAKE
21302,FAKE
21303,TRUE
21304,TRUE
21305,FAKE
21306,FAKE
21307,FAKE
21308,TRUE
21309,TRUE
21310,TRUE
21311,FAKE
21312,TRUE
21313,TRUE
21314,TRUE
21315,TRUE
21316,FAKE
21317,TRUE
21318,TRUE
21319,FAKE
21320,TRUE
21321,TRUE
21322,FAKE
21323,FAKE
21324,FAKE
21325,FAKE
21326,TRUE
21327,FAKE
21328,TRUE
21329,FAKE
21330,FAKE
21331,FAKE
21332,TRUE
21333,TRUE
21334,FAKE
21335,TRUE
21336,FAKE
21337,TRUE
21338,TRUE
21339,TRUE
21340,TRUE
21341,FAKE
21342,TRUE
21343,TRUE
21344,FAKE
21345,FAKE
21346,FAKE
21347,TRUE
21348,TRUE
21349,FAKE
21350,FAKE
21351,TRUE
21352,TRUE
21353,FAKE
21354,FAKE
21355,FAKE
21356,FAKE
21357,TRUE
21358,TRUE
21359,FAKE
21360,FAKE
21361,FAKE
21362,TRUE
21363,FAKE
21364,FAKE
21365,TRUE
21366,FAKE
21367,TRUE
21368,TRUE
21369,FAKE
21370,FAKE
21371,FAKE
21372,FAKE
21373,TRUE
21374,FAKE
21375,TRUE
21376,TRUE
21377,FAKE
21378,TRUE
21379,TRUE
21380,FAKE
21381,TRUE
21382,FAKE
21383,FAKE
21384,FAKE
21385,FAKE
21386,TRUE
21387,FAKE
21388,FAKE
21389,FAKE
21390,TRUE
21391,TRUE
21392,TRUE
21393,FAKE
21394,FAKE
21395,TRUE
21396,FAKE
21397,TRUE
21398,FAKE
21399,FAKE
21400,FAKE
21401,FAKE
21402,FAKE
21403,FAKE
21404,TRUE
21405,FAKE
21406,TRUE
21407,FAKE
21408,TRUE
21409,TRUE
21410,TRUE
21411,TRUE
21412,TRUE
21413,TRUE
21414,TRUE
21415,TRUE
21416,FAKE
21417,TRUE
21418,FAKE
21419,TRUE
21420,FAKE
21421,TRUE
21422,TRUE
21423,TRUE
21424,TRUE
21425,TRUE
21426,FAKE
21427,FAKE
21428,FAKE
21429,TRUE
21430,TRUE
21431,FAKE
21432,FAKE
21433,TRUE
21434,TRUE
21435,TRUE
21436,TRUE
21437,FAKE
21438,TRUE
21439,FAKE
21440,TRUE
21441,TRUE
21442,TRUE
21443,TRUE
21444,FAKE
21445,TRUE
21446,TRUE
21447,FAKE
21448,TRUE
21449,FAKE
21450,FAKE
21451,TRUE
21452,TRUE
21453,FAKE
21454,FAKE
21455,FAKE
21456,TRUE
21457,TRUE
21458,TRUE
21459,TRUE
21460,TRUE
21461,TRUE
21462,FAKE
21463,TRUE
21464,TRUE
21465,TRUE
21466,TRUE
21467,FAKE
21468,TRUE
21469,TRUE
21470,TRUE
21471,FAKE
21472,TRUE
21473,TRUE
21474,TRUE
21475,TRUE
21476,FAKE
21477,TRUE
21478,FAKE
21479,FAKE
21480,TRUE
21481,TRUE
21482,TRUE
21483,TRUE
21484,TRUE
21485,FAKE
21486,FAKE
21487,FAKE
21488,FAKE
21489,FAKE
21490,FAKE
21491,TRUE
21492,TRUE
21493,FAKE
21494,FAKE
21495,FAKE
21496,FAKE
21497,TRUE
21498,TRUE
21499,FAKE
21500,TRUE
21501,FAKE
21502,TRUE
21503,FAKE
21504,FAKE
21505,TRUE
21506,TRUE
21507,FAKE
21508,TRUE
21509,FAKE
21510,FAKE
21511,TRUE
21512,FAKE
21513,FAKE
21514,TRUE
21515,TRUE
21516,FAKE
21517,TRUE
21518,TRUE
21519,FAKE
21520,TRUE
21521,TRUE
21522,FAKE
21523,TRUE
21524,TRUE
21525,FAKE
21526,TRUE
21527,FAKE
21528,FAKE
21529,TRUE
21530,TRUE
21531,TRUE
21532,TRUE
21533,TRUE
21534,FAKE
21535,FAKE
21536,TRUE
21537,TRUE
21538,TRUE
21539,FAKE
21540,FAKE
21541,FAKE
21542,FAKE
21543,FAKE
21544,TRUE
21545,TRUE
21546,TRUE
21547,FAKE
21548,FAKE
21549,FAKE
21550,TRUE
21551,FAKE
21552,TRUE
21553,FAKE
21554,FAKE
21555,FAKE
21556,FAKE
21557,TRUE
21558,TRUE
21559,FAKE
21560,FAKE
21561,FAKE
21562,TRUE
21563,FAKE
21564,TRUE
21565,FAKE
21566,TRUE
21567,FAKE
21568,TRUE
21569,TRUE
21570,TRUE
21571,TRUE
21572,TRUE
21573,TRUE
21574,TRUE
21575,TRUE
21576,TRUE
21577,TRUE
21578,FAKE
21579,TRUE
21580,FAKE
21581,FAKE
21582,TRUE
21583,TRUE
21584,FAKE
21585,FAKE
21586,FAKE
21587,FAKE
21588,TRUE
21589,TRUE
21590,TRUE
21591,FAKE
21592,FAKE
21593,FAKE
21594,FAKE
21595,FAKE
21596,FAKE
21597,TRUE
21598,FAKE
21599,FAKE
21600,FAKE
21601,FAKE
21602,FAKE
21603,FAKE
21604,TRUE
21605,TRUE
21606,FAKE
21607,FAKE
21608,FAKE
21609,FAKE
21610,TRUE
21611,FAKE
21612,TRUE
21613,FAKE
21614,FAKE
21615,FAKE
21616,TRUE
21617,TRUE
21618,TRUE
21619,TRUE
21620,TRUE
21621,TRUE
21622,TRUE
21623,FAKE
21624,TRUE
21625,FAKE
21626,TRUE
21627,FAKE
21628,FAKE
21629,FAKE
21630,FAKE
21631,TRUE
21632,FAKE
21633,FAKE
21634,TRUE
21635,FAKE
21636,FAKE
21637,TRUE
21638,FAKE
21639,FAKE
21640,FAKE
21641,FAKE
21642,TRUE
21643,FAKE
21644,FAKE
21645,FAKE
21646,TRUE
21647,TRUE
21648,FAKE
21649,TRUE
21650,FAKE
21651,FAKE
21652,FAKE
21653,TRUE
21654,TRUE
21655,TRUE
21656,FAKE
21657,TRUE
21658,FAKE
21659,FAKE
21660,FAKE
21661,FAKE
21662,TRUE
21663,TRUE
21664,TRUE
21665,TRUE
21666,TRUE
21667,FAKE
21668,TRUE
21669,TRUE
21670,TRUE
21671,TRUE
21672,TRUE
21673,FAKE
21674,TRUE
21675,TRUE
21676,TRUE
21677,FAKE
21678,TRUE
21679,FAKE
21680,TRUE
21681,TRUE
21682,TRUE
21683,TRUE
21684,FAKE
21685,FAKE
21686,TRUE
21687,TRUE
21688,FAKE
21689,FAKE
21690,TRUE
21691,FAKE
21692,TRUE
21693,TRUE
21694,TRUE
21695,TRUE
21696,FAKE
21697,FAKE
21698,TRUE
21699,TRUE
21700,FAKE
21701,TRUE
21702,FAKE
21703,TRUE
21704,FAKE
21705,TRUE
21706,TRUE
21707,TRUE
21708,FAKE
21709,TRUE
21710,FAKE
21711,FAKE
21712,FAKE
21713,FAKE
21714,FAKE
21715,TRUE
21716,TRUE
21717,FAKE
21718,TRUE
21719,FAKE
21720,FAKE
21721,FAKE
21722,FAKE
21723,TRUE
21724,FAKE
21725,TRUE
21726,FAKE
21727,FAKE
21728,TRUE
21729,FAKE
21730,TRUE
21731,TRUE
21732,FAKE
21733,FAKE
21734,FAKE
21735,FAKE
21736,FAKE
21737,FAKE
21738,FAKE
21739,TRUE
21740,TRUE
21741,TRUE
21742,FAKE
21743,FAKE
21744,FAKE
21745,FAKE
21746,TRUE
21747,FAKE
21748,FAKE
21749,TRUE
21750,TRUE
21751,FAKE
21752,FAKE
21753,FAKE
21754,FAKE
21755,TRUE
21756,FAKE
21757,TRUE
21758,FAKE
21759,TRUE
21760,TRUE
21761,FAKE
21762,FAKE
21763,TRUE
21764,TRUE
21765,FAKE
21766,TRUE
21767,FAKE
21768,TRUE
21769,FAKE
21770,TRUE
21771,TRUE
21772,FAKE
21773,TRUE
21774,TRUE
21775,TRUE
21776,FAKE
21777,FAKE
21778,FAKE
21779,FAKE
21780,TRUE
21781,FAKE
21782,TRUE
21783,TRUE
21784,FAKE
21785,FAKE
21786,FAKE
21787,FAKE
21788,TRUE
21789,FAKE
21790,FAKE
21791,FAKE
21792,TRUE
21793,TRUE
21794,FAKE
21795,TRUE
21796,FAKE
21797,TRUE
21798,TRUE
21799,TRUE
21800,FAKE
21801,TRUE
21802,TRUE
21803,FAKE
21804,TRUE
21805,TRUE
21806,FAKE
21807,TRUE
21808,TRUE
21809,TRUE
21810,FAKE
21811,TRUE
21812,TRUE
21813,TRUE
21814,TRUE
21815,FAKE
21816,FAKE
21817,TRUE
21818,TRUE
21819,FAKE
21820,TRUE
21821,TRUE
21822,TRUE
21823,FAKE
21824,FAKE
21825,TRUE
21826,FAKE
21827,TRUE
21828,FAKE
21829,TRUE
21830,TRUE
21831,FAKE
21832,TRUE
21833,FAKE
21834,TRUE
21835,FAKE
21836,FAKE
21837,FAKE
21838,FAKE
21839,FAKE
21840,TRUE
21841,TRUE
21842,TRUE
21843,FAKE
21844,TRUE
21845,FAKE
21846,FAKE
21847,FAKE
21848,FAKE
21849,FAKE
21850,FAKE
21851,TRUE
21852,FAKE
21853,TRUE
21854,TRUE
21855,TRUE
21856,TRUE
21857,TRUE
21858,FAKE
21859,FAKE
21860,TRUE
21861,TRUE
21862,TRUE
21863,FAKE
21864,FAKE
21865,TRUE
21866,FAKE
21867,TRUE
21868,FAKE
21869,TRUE
21870,TRUE
21871,FAKE
21872,TRUE
21873,TRUE
21874,TRUE
21875,FAKE
21876,FAKE
21877,TRUE
21878,FAKE
21879,TRUE
21880,FAKE
21881,TRUE
21882,FAKE
21883,TRUE
21884,FAKE
21885,TRUE
21886,FAKE
21887,FAKE
21888,FAKE
21889,FAKE
21890,TRUE
21891,FAKE
21892,TRUE
21893,FAKE
21894,TRUE
21895,FAKE
21896,FAKE
21897,FAKE
21898,TRUE
21899,TRUE
21900,TRUE
21901,FAKE
21902,TRUE
21903,FAKE
21904,TRUE
21905,FAKE
21906,TRUE
21907,TRUE
21908,TRUE
21909,TRUE
21910,FAKE
21911,TRUE
21912,TRUE
21913,FAKE
21914,FAKE
21915,TRUE
21916,FAKE
21917,TRUE
21918,FAKE
21919,TRUE
21920,TRUE
21921,TRUE
21922,FAKE
21923,FAKE
21924,FAKE
21925,TRUE
21926,FAKE
21927,TRUE
21928,TRUE
21929,FAKE
21930,FAKE
21931,FAKE
21932,TRUE
21933,TRUE
21934,TRUE
21935,FAKE
21936,TRUE
21937,FAKE
21938,FAKE
21939,FAKE
21940,TRUE
21941,FAKE
21942,FAKE
21943,FAKE
21944,TRUE
21945,TRUE
21946,TRUE
21947,TRUE
21948,TRUE
21949,TRUE
21950,FAKE
21951,FAKE
21952,TRUE
21953,TRUE
21954,TRUE
21955,TRUE
21956,FAKE
21957,FAKE
21958,TRUE
21959,FAKE
21960,TRUE
21961,FAKE
21962,FAKE
21963,FAKE
21964,TRUE
21965,TRUE
21966,TRUE
21967,TRUE
21968,TRUE
21969,TRUE
21970,TRUE
21971,FAKE
21972,FAKE
21973,FAKE
21974,FAKE
21975,TRUE
21976,FAKE
21977,TRUE
21978,FAKE
21979,FAKE
21980,TRUE
21981,TRUE
21982,TRUE
21983,TRUE
21984,TRUE
21985,FAKE
21986,FAKE
21987,FAKE
21988,FAKE
21989,TRUE
21990,TRUE
21991,FAKE
21992,TRUE
21993,FAKE
21994,TRUE
21995,TRUE
21996,FAKE
21997,FAKE
21998,TRUE
21999,FAKE
22000,TRUE
22001,TRUE
22002,FAKE
22003,FAKE
22004,FAKE
22005,TRUE
22006,FAKE
22007,TRUE
22008,TRUE
22009,TRUE
22010,TRUE
22011,TRUE
22012,TRUE
22013,FAKE
22014,FAKE
22015,FAKE
22016,TRUE
22017,FAKE
22018,FAKE
22019,FAKE
22020,FAKE
22021,FAKE
22022,TRUE
22023,TRUE
22024,FAKE
22025,TRUE
22026,FAKE
22027,TRUE
22028,FAKE
22029,TRUE
22030,TRUE
22031,FAKE
22032,FAKE
22033,TRUE
22034,TRUE
22035,FAKE
22036,FAKE
22037,TRUE
22038,FAKE
22039,TRUE
22040,TRUE
22041,FAKE
22042,FAKE
22043,TRUE
22044,TRUE
22045,FAKE
22046,FAKE
22047,TRUE
22048,TRUE
22049,FAKE
22050,FAKE
22051,FAKE
22052,TRUE
22053,FAKE
22054,FAKE
22055,TRUE
22056,TRUE
22057,FAKE
22058,TRUE
22059,TRUE
22060,FAKE
22061,TRUE
22062,FAKE
22063,FAKE
22064,FAKE
22065,FAKE
22066,TRUE
22067,TRUE
22068,TRUE
22069,TRUE
22070,FAKE
22071,FAKE
22072,FAKE
22073,TRUE
22074,FAKE
22075,TRUE
22076,FAKE
22077,FAKE
22078,FAKE
22079,FAKE
22080,TRUE
22081,FAKE
22082,FAKE
22083,FAKE
22084,TRUE
22085,TRUE
22086,TRUE
22087,FAKE
22088,FAKE
22089,TRUE
22090,FAKE
22091,TRUE
22092,FAKE
22093,TRUE
22094,FAKE
22095,FAKE
22096,TRUE
22097,TRUE
22098,TRUE
22099,FAKE
22100,TRUE
22101,TRUE
22102,FAKE
22103,FAKE
22104,FAKE
22105,TRUE
22106,FAKE
22107,TRUE
22108,TRUE
22109,FAKE
22110,FAKE
22111,TRUE
22112,TRUE
22113,FAKE
22114,FAKE
22115,FAKE
22116,FAKE
22117,FAKE
22118,FAKE
22119,TRUE
22120,FAKE
22121,TRUE
22122,FAKE
22123,FAKE
22124,FAKE
22125,FAKE
22126,TRUE
22127,FAKE
22128,TRUE
22129,TRUE
22130,FAKE
22131,TRUE
22132,FAKE
22133,TRUE
22134,TRUE
22135,FAKE
22136,TRUE
22137,FAKE
22138,TRUE
22139,FAKE
22140,FAKE
22141,FAKE
22142,FAKE
22143,TRUE
22144,TRUE
22145,FAKE
22146,TRUE
22147,TRUE
22148,FAKE
22149,TRUE
22150,FAKE
22151,FAKE
22152,FAKE
22153,FAKE
22154,FAKE
22155,TRUE
22156,FAKE
22157,TRUE
22158,TRUE
22159,FAKE
22160,FAKE
22161,FAKE
22162,TRUE
22163,FAKE
22164,TRUE
22165,FAKE
22166,TRUE
22167,FAKE
22168,FAKE
22169,TRUE
22170,TRUE
22171,FAKE
22172,FAKE
22173,TRUE
22174,FAKE
22175,FAKE
22176,TRUE
22177,TRUE
22178,FAKE
22179,FAKE
22180,TRUE
22181,FAKE
22182,TRUE
22183,TRUE
22184,TRUE
22185,FAKE
22186,FAKE
22187,TRUE
22188,TRUE
22189,TRUE
22190,TRUE
22191,TRUE
22192,FAKE
22193,TRUE
22194,FAKE
22195,TRUE
22196,FAKE
22197,TRUE
22198,FAKE
22199,FAKE
22200,FAKE
22201,TRUE
22202,FAKE
22203,FAKE
22204,FAKE
22205,FAKE
22206,FAKE
22207,FAKE
22208,TRUE
22209,FAKE
22210,FAKE
22211,FAKE
22212,FAKE
22213,TRUE
22214,TRUE
22215,FAKE
22216,FAKE
22217,TRUE
22218,FAKE
22219,TRUE
22220,TRUE
22221,FAKE
22222,TRUE
22223,FAKE
22224,TRUE
22225,TRUE
22226,FAKE
22227,FAKE
22228,FAKE
22229,FAKE
22230,TRUE
22231,TRUE
22232,FAKE
22233,FAKE
22234,FAKE
22235,FAKE
22236,FAKE
22237,TRUE
22238,TRUE
22239,TRUE
22240,TRUE
22241,TRUE
22242,FAKE
22243,FAKE
22244,FAKE
22245,TRUE
22246,FAKE
22247,FAKE
22248,TRUE
22249,FAKE
22250,TRUE
22251,FAKE
22252,FAKE
22253,FAKE
22254,TRUE
22255,FAKE
22256,TRUE
22257,FAKE
22258,FAKE
22259,FAKE
22260,FAKE
22261,TRUE
22262,FAKE
22263,FAKE
22264,FAKE
22265,FAKE
22266,TRUE
22267,TRUE
22268,TRUE
22269,FAKE
22270,TRUE
22271,TRUE
22272,FAKE
22273,TRUE
22274,FAKE
22275,TRUE
22276,FAKE
22277,FAKE
22278,TRUE
22279,TRUE
22280,TRUE
22281,FAKE
22282,TRUE
22283,TRUE
22284,FAKE
22285,TRUE
22286,FAKE
22287,TRUE
22288,TRUE
22289,TRUE
22290,TRUE
22291,TRUE
22292,FAKE
22293,TRUE
22294,FAKE
22295,FAKE
22296,FAKE
22297,TRUE
22298,TRUE
22299,FAKE
22300,TRUE
22301,TRUE
22302,FAKE
22303,FAKE
22304,TRUE
22305,FAKE
22306,TRUE
22307,FAKE
22308,FAKE
22309,FAKE
22310,FAKE
22311,TRUE
22312,FAKE
22313,FAKE
22314,FAKE
22315,TRUE
22316,TRUE
22317,TRUE
22318,FAKE
22319,FAKE
22320,FAKE
22321,FAKE
22322,FAKE
22323,FAKE
22324,TRUE
22325,FAKE
22326,FAKE
22327,FAKE
22328,FAKE
22329,FAKE
22330,FAKE
22331,FAKE
22332,TRUE
22333,TRUE
22334,FAKE
22335,TRUE
22336,FAKE
22337,FAKE
22338,TRUE
22339,TRUE
22340,TRUE
22341,TRUE
22342,TRUE
22343,FAKE
22344,FAKE
22345,FAKE
22346,TRUE
22347,FAKE
22348,TRUE
22349,FAKE
22350,FAKE
22351,TRUE
22352,FAKE
22353,FAKE
22354,TRUE
22355,FAKE
22356,FAKE
22357,FAKE
22358,TRUE
22359,TRUE
22360,TRUE
22361,FAKE
22362,FAKE
22363,FAKE
22364,TRUE
22365,TRUE
22366,FAKE
22367,FAKE
22368,TRUE
22369,TRUE
22370,FAKE
22371,TRUE
22372,FAKE
22373,FAKE
22374,TRUE
22375,TRUE
22376,TRUE
22377,TRUE
22378,TRUE
22379,FAKE
22380,FAKE
22381,TRUE
22382,FAKE
22383,TRUE
22384,TRUE
22385,TRUE
22386,FAKE
22387,TRUE
22388,TRUE
22389,FAKE
22390,FAKE
22391,FAKE
22392,TRUE
22393,FAKE
22394,FAKE
22395,TRUE
22396,TRUE
22397,FAKE
22398,TRUE
22399,FAKE
22400,TRUE
22401,TRUE
22402,TRUE
22403,TRUE
22404,TRUE
22405,TRUE
22406,TRUE
22407,FAKE
22408,TRUE
22409,FAKE
22410,FAKE
22411,TRUE
22412,FAKE
22413,TRUE
22414,TRUE
22415,FAKE
22416,FAKE
22417,FAKE
22418,FAKE
22419,TRUE
22420,FAKE
22421,FAKE
22422,TRUE
22423,TRUE
22424,FAKE
22425,FAKE
22426,TRUE
22427,TRUE
22428,FAKE
22429,FAKE
22430,FAKE
22431,FAKE
22432,FAKE
22433,FAKE
22434,TRUE
22435,TRUE
22436,FAKE
22437,TRUE
22438,TRUE
22439,FAKE
22440,TRUE
22441,TRUE
22442,FAKE
22443,FAKE
22444,FAKE
22445,FAKE
22446,FAKE
22447,TRUE
22448,FAKE
22449,FAKE
